file_name,name,name_readable
012881.jpg,mayonnaise,Mayonnaise
012882.jpg,wine-red,"Wine, red"
143955.jpg,banana,Banana
143956.jpg,tea,Tea
143957.jpg,water,Water
012886.jpg,ham-raw,"Ham, raw"
012886.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
012886.jpg,avocado,Avocado
012886.jpg,potatoes-au-gratin-dauphinois-prepared,"Potatoes au gratin, dauphinois, prepared"
012887.jpg,banana,Banana
012888.jpg,dark-chocolate,Dark chocolate
012890.jpg,wine-red,"Wine, red"
143962.jpg,soup-vegetable,"Soup, vegetable"
012892.jpg,pork,Pork
012892.jpg,mayonnaise,Mayonnaise
012895.jpg,wine-red,"Wine, red"
143967.jpg,tomato-raw,"Tomato, raw "
143967.jpg,beetroot-steamed-without-addition-of-salt,"Beetroot, steamed, without addition of salt"
012900.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
012905.jpg,wine-red,"Wine, red"
012906.jpg,wine-red,"Wine, red"
143982.jpg,pasta-wholemeal,"Pasta, wholemeal"
143982.jpg,tomato-sauce,Tomato sauce
143982.jpg,parmesan,Parmesan
012914.jpg,apple-pie,Apple pie
012916.jpg,water,Water
012918.jpg,tomato-raw,"Tomato, raw "
012919.jpg,emmental-cheese,Emmental cheese
012919.jpg,bread-black,"Bread, black"
012919.jpg,cucumber-pickled,"Cucumber, pickled "
143992.jpg,crepe-plain,"Crêpe, plain"
143992.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
143997.jpg,sauce-curry,"Sauce, curry"
143997.jpg,rice,Rice
143997.jpg,peanut,Peanut
144010.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
144011.jpg,dark-chocolate,Dark chocolate
144012.jpg,bread-whole-wheat,"Bread, whole wheat"
144015.jpg,bread-grain,"Bread, grain"
012944.jpg,ham-raw,"Ham, raw"
012944.jpg,avocado,Avocado
012949.jpg,bread-white,"Bread, white"
144022.jpg,pear,Pear
144022.jpg,mandarine,Mandarine
012955.jpg,butter,Butter
012955.jpg,bread-white,"Bread, white"
144028.jpg,crepe-plain,"Crêpe, plain"
144028.jpg,tea-peppermint,"Tea, peppermint"
012957.jpg,glucose-drink-50g,Glucose drink 50g
144031.jpg,tea,Tea
012961.jpg,bread-wholemeal,"Bread, wholemeal"
012961.jpg,butter,Butter
012961.jpg,cenovis-yeast-spread,"Cenovis, yeast spread"
012962.jpg,water,Water
012962.jpg,water-mineral,"Water, mineral"
144035.jpg,wine-red,"Wine, red"
012965.jpg,bread-white,"Bread, white"
144039.jpg,hard-cheese,Hard cheese
144039.jpg,goat-cheese-soft,Goat cheese (soft)
144039.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
144039.jpg,black-olives,Black olives
144039.jpg,jam,Jam
144043.jpg,mashed-potatoes-prepared-with-full-fat-milk-with-butter,"Mashed potatoes, prepared, with full fat milk, with butter"
144045.jpg,bread,Bread
144045.jpg,honey,Honey
144045.jpg,hard-cheese,Hard cheese
012976.jpg,coffee-with-caffeine,"Coffee, with caffeine"
144050.jpg,grits-polenta-maize-flour,"Grits, polenta, maize flour"
144050.jpg,zucchini,Zucchini
144050.jpg,pork-chop,"Pork, chop"
012979.jpg,coffee-with-caffeine,"Coffee, with caffeine"
012979.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
012984.jpg,espresso-with-caffeine,"Espresso, with caffeine"
012986.jpg,juice-orange,"Juice, orange"
012987.jpg,bacon-frying,"Bacon, frying"
012987.jpg,bread-wholemeal-toast,"Bread, wholemeal toast"
012987.jpg,egg-scrambled-prepared,"Egg, scrambled, prepared"
012988.jpg,bread-wholemeal-toast,"Bread, wholemeal toast"
012988.jpg,jam,Jam
144058.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
144058.jpg,carrot-raw,"Carrot, raw"
012992.jpg,ham-croissant,Ham croissant
012995.jpg,tea,Tea
012995.jpg,milk,Milk
144067.jpg,bread-rye,"Bread, rye"
144067.jpg,chicken-cut-into-stripes-only-meat,"Chicken, cut into stripes (only meat)"
144067.jpg,mushroom,Mushroom
144067.jpg,avocado,Avocado
144068.jpg,tomato-raw,"Tomato, raw "
144068.jpg,spinach-raw,"Spinach, raw"
012998.jpg,tart,Tart
144070.jpg,pasta,Pasta
144070.jpg,nuts,Nuts
013000.jpg,ice-tea,Ice tea
144073.jpg,rice-noodles-vermicelli,Rice noodles/vermicelli
144073.jpg,tomato-raw,"Tomato, raw "
144073.jpg,spinach-raw,"Spinach, raw"
013002.jpg,bolognaise-sauce,Bolognaise sauce
013002.jpg,pasta-linguini-parpadelle-tagliatelle,"Pasta, linguini, parpadelle, Tagliatelle"
013002.jpg,parmesan,Parmesan
013006.jpg,carrot-raw,"Carrot, raw"
013008.jpg,balsamic-salad-dressing,Balsamic salad dressing
013008.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
144082.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
013011.jpg,chicken-cut-into-stripes-only-meat,"Chicken, cut into stripes (only meat)"
013011.jpg,mixed-vegetables,Mixed vegetables
013011.jpg,rice,Rice
144083.jpg,chinese-cabbage,Chinese cabbage
144083.jpg,carrot-raw,"Carrot, raw"
013017.jpg,rice,Rice
013017.jpg,chickpeas,Chickpeas
013017.jpg,tomato-sauce,Tomato sauce
013017.jpg,sunflower-seeds,Sunflower seeds
013018.jpg,water,Water
144090.jpg,tea-rooibos,"Tea, rooibos"
013022.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
013022.jpg,bread-white,"Bread, white"
013023.jpg,water-mineral,"Water, mineral"
013024.jpg,chicken-breast,"Chicken, breast"
013024.jpg,risotto-without-cheese-cooked,"Risotto, without cheese, cooked"
013024.jpg,mixed-vegetables,Mixed vegetables
013024.jpg,sauce-cream,"Sauce, cream"
013025.jpg,coffee-with-caffeine,"Coffee, with caffeine"
013027.jpg,coca-cola-zero,Coca Cola Zero
144101.jpg,bread-wholemeal,"Bread, wholemeal"
144101.jpg,butter-spread-puree-almond,"Butter, spread, puree almond"
144106.jpg,coffee-with-caffeine,"Coffee, with caffeine"
144110.jpg,apple,Apple
013039.jpg,chips-french-fries,"Chips, french fries"
013040.jpg,water-with-lemon-juice,Water with lemon juice
013041.jpg,beef-minced-only-meat,"Beef, minced (only meat)"
144115.jpg,bread-white,"Bread, white"
144115.jpg,butter,Butter
013044.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
144117.jpg,water,Water
013046.jpg,salt-cake-vegetables-filled,"Salt cake (vegetables, filled)"
013048.jpg,espresso-with-caffeine,"Espresso, with caffeine"
144127.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
013056.jpg,goat-average-raw,"Goat, (average), raw"
013056.jpg,cucumber-pickled,"Cucumber, pickled "
013056.jpg,carrot-raw,"Carrot, raw"
144129.jpg,crunch-muesli,Crunch Müesli
144129.jpg,coconut-milk,Coconut milk
144129.jpg,blueberries,Blueberries
144132.jpg,water,Water
013061.jpg,chicken-cut-into-stripes-only-meat,"Chicken, cut into stripes (only meat)"
013061.jpg,mixed-vegetables,Mixed vegetables
013061.jpg,rice,Rice
144135.jpg,juice-orange,"Juice, orange"
144137.jpg,bread-wholemeal-toast,"Bread, wholemeal toast"
144137.jpg,butter,Butter
144137.jpg,capers,Capers
144137.jpg,salmon-smoked,"Salmon, smoked"
144137.jpg,fresh-cheese,Fresh cheese
013068.jpg,wine-white,"Wine, white"
013069.jpg,wine-white,"Wine, white"
144140.jpg,banana,Banana
144141.jpg,banana,Banana
013075.jpg,eggplant-caviar,Eggplant caviar
013075.jpg,bread-pita,"Bread, pita"
144158.jpg,water-with-lemon-juice,Water with lemon juice
013090.jpg,wine-white,"Wine, white"
013095.jpg,brownie,Brownie
013095.jpg,bread-black,"Bread, black"
144170.jpg,grits-polenta-maize-flour,"Grits, polenta, maize flour"
144170.jpg,cheese,Cheese
013106.jpg,beef-minced-only-meat,"Beef, minced (only meat)"
013106.jpg,ham-cooked,"Ham, cooked"
013106.jpg,mushroom,Mushroom
013106.jpg,salmon-smoked,"Salmon, smoked"
144180.jpg,avocado,Avocado
144185.jpg,rice,Rice
013114.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
013114.jpg,mixed-vegetables,Mixed vegetables
013114.jpg,sauce-sweet-sour,"Sauce, sweet & sour"
144187.jpg,rice-whole-grain,"Rice, whole-grain"
144187.jpg,savoury-puff-pastry,Savoury puff pastry
013119.jpg,chicken-curry-cream-coconut-milk-curry-spices-paste,Chicken curry (cream/coconut milk. curry spices/paste))
013119.jpg,rice-jasmin,"Rice, Jasmin"
013120.jpg,coca-cola-zero,Coca Cola Zero
013121.jpg,wine-red,"Wine, red"
144198.jpg,rice-whole-grain,"Rice, whole-grain"
013127.jpg,hazelnut-chocolate-spread-nutella-ovomaltine-caotina,"Hazelnut-chocolate spread(Nutella, Ovomaltine, Caotina)"
013127.jpg,crepe-plain,"Crêpe, plain"
013128.jpg,tea,Tea
144203.jpg,ratatouille,Ratatouille
144204.jpg,water,Water
144205.jpg,beer,Beer
144213.jpg,tea-ginger,"Tea, ginger"
144220.jpg,apple,Apple
144221.jpg,banana-cake,Banana cake
144229.jpg,pecan-nut,Pecan nut
013160.jpg,tea-black,"Tea, black"
013161.jpg,bread-white,"Bread, white"
013162.jpg,pasta-spaghetti,"Pasta, spaghetti"
013162.jpg,sauce-carbonara,"Sauce, carbonara"
013162.jpg,rice,Rice
013162.jpg,lentils,Lentils
013163.jpg,fondue,Fondue
013163.jpg,bread-whole-wheat,"Bread, whole wheat"
013166.jpg,bread-white,"Bread, white"
013167.jpg,glucose-drink-50g,Glucose drink 50g
144238.jpg,crisps,Crisps
144244.jpg,bread-whole-wheat,"Bread, whole wheat"
144244.jpg,fresh-cheese,Fresh cheese
144245.jpg,water,Water
013174.jpg,bread-white,"Bread, white"
013175.jpg,herbal-tea,Herbal tea
144247.jpg,braided-white-loaf,Braided white loaf
144247.jpg,butter,Butter
144249.jpg,braided-white-loaf,Braided white loaf
144249.jpg,hazelnut-chocolate-spread-nutella-ovomaltine-caotina,"Hazelnut-chocolate spread(Nutella, Ovomaltine, Caotina)"
144250.jpg,pasta-penne,"Pasta, penne"
144250.jpg,black-olives,Black olives
144250.jpg,sun-dried-tomatoe,Sun-dried tomatoe
144250.jpg,carrot-raw,"Carrot, raw"
013193.jpg,rice,Rice
013193.jpg,oil-vinegar-salad-dressing,Oil & vinegar salad dressing
013196.jpg,rice,Rice
013196.jpg,oil-vinegar-salad-dressing,Oil & vinegar salad dressing
013198.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
013202.jpg,wine-white,"Wine, white"
144278.jpg,water,Water
013209.jpg,beef-sirloin-steak,"Beef, sirloin steak"
013210.jpg,bread-white,"Bread, white"
013211.jpg,braided-white-loaf,Braided white loaf
013214.jpg,bread-french-white-flour,"Bread, French (white flour)"
013214.jpg,wienerli-swiss-sausage,Wienerli (Swiss sausage)
013215.jpg,tea-green,"Tea, green"
144289.jpg,soup-vegetable,"Soup, vegetable"
013220.jpg,potatoes-steamed,Potatoes steamed
144297.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
144297.jpg,fresh-cheese,Fresh cheese
144297.jpg,green-olives,Green olives
013226.jpg,lasagne-vegetable-prepared,"Lasagne, vegetable, prepared"
144298.jpg,water-mineral,"Water, mineral"
013229.jpg,tea-black,"Tea, black"
013233.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
013233.jpg,chocolate-filled,"Chocolate, filled"
144307.jpg,cauliflower,Cauliflower
144308.jpg,apple-crumble,Apple crumble
144309.jpg,bread-white,"Bread, white"
013239.jpg,soft-cheese,Soft cheese
013239.jpg,ham-raw,"Ham, raw"
013239.jpg,bread-grain,"Bread, grain"
013240.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
013242.jpg,cucumber,Cucumber
013243.jpg,bread-grain,"Bread, grain"
013243.jpg,ham-raw,"Ham, raw"
144315.jpg,apple,Apple
144315.jpg,berries,Berries
144315.jpg,flakes-oat,"Flakes, oat"
144316.jpg,coffee-with-caffeine,"Coffee, with caffeine"
013247.jpg,sweets-candies,Sweets / candies
013252.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
013254.jpg,ham-cooked,"Ham, cooked"
013254.jpg,cucumber-pickled,"Cucumber, pickled "
013254.jpg,tomme,Tomme
013254.jpg,bread-whole-wheat,"Bread, whole wheat"
144326.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
144329.jpg,ham-cooked,"Ham, cooked"
144330.jpg,banana,Banana
013263.jpg,dates,Dates
013263.jpg,butter-spread-puree-almond,"Butter, spread, puree almond"
013263.jpg,pecan-nut,Pecan nut
013265.jpg,milk-chocolate,Milk chocolate
013267.jpg,ham-croissant,Ham croissant
013268.jpg,strawberries,Strawberries
144344.jpg,pizza-with-ham-with-mushrooms-baked,"Pizza, with ham, with mushrooms, baked"
013273.jpg,strawberries,Strawberries
144351.jpg,egg,Egg
144351.jpg,leaf-spinach,Leaf spinach
144355.jpg,pasta-spaghetti,"Pasta, spaghetti"
013284.jpg,coffee-with-caffeine,"Coffee, with caffeine"
144359.jpg,banana-cake,Banana cake
013290.jpg,bread-grain,"Bread, grain"
013290.jpg,butter,Butter
144371.jpg,pasta-in-conch-form,Pasta in conch form
144376.jpg,fish-fingers-breaded,Fish fingers (breaded)
144376.jpg,mixed-vegetables,Mixed vegetables
144376.jpg,mayonnaise,Mayonnaise
144381.jpg,tomato-sauce,Tomato sauce
144381.jpg,pasta,Pasta
013313.jpg,soup-vegetable,"Soup, vegetable"
013313.jpg,tofu,Tofu
013314.jpg,lentils,Lentils
013314.jpg,potatoes-steamed,Potatoes steamed
013314.jpg,mixed-vegetables,Mixed vegetables
144385.jpg,apple-crumble,Apple crumble
144390.jpg,sweet-potato,Sweet potato
144390.jpg,zucchini,Zucchini
144393.jpg,carrot-cake,Carrot cake
013322.jpg,pasta-spaghetti,"Pasta, spaghetti"
013322.jpg,bolognaise-sauce,Bolognaise sauce
013325.jpg,wine-white,"Wine, white"
013326.jpg,fennel,Fennel
013326.jpg,pomegranate,Pomegranate
013328.jpg,pomegranate,Pomegranate
013328.jpg,fennel,Fennel
013331.jpg,bread-white,"Bread, white"
013332.jpg,chicken-leg,"Chicken, leg"
013332.jpg,mixed-vegetables,Mixed vegetables
013332.jpg,couscous,Couscous
013334.jpg,dark-chocolate,Dark chocolate
013335.jpg,chicken-leg,"Chicken, leg"
013335.jpg,couscous,Couscous
013335.jpg,dried-raisins,Dried raisins
013338.jpg,pie-apricot-baked-with-cake-dough,"Pie, apricot, baked, with cake dough"
013338.jpg,thickened-cream-35,Thickened cream (> 35%)
013338.jpg,lemon-pie,Lemon pie
144411.jpg,mashed-potatoes-prepared-with-full-fat-milk-with-butter,"Mashed potatoes, prepared, with full fat milk, with butter"
144411.jpg,red-cabbage,Red cabbage
013340.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
144414.jpg,egg,Egg
144414.jpg,ham-cooked,"Ham, cooked"
144414.jpg,parmesan,Parmesan
144414.jpg,pasta-spaghetti,"Pasta, spaghetti"
144415.jpg,mandarine,Mandarine
013344.jpg,mango,Mango
144427.jpg,water,Water
144429.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
144429.jpg,chicken,Chicken
144429.jpg,mayonnaise,Mayonnaise
144432.jpg,celery,Celery
144434.jpg,carrot-raw,"Carrot, raw"
144435.jpg,beer,Beer
144437.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
013367.jpg,butter,Butter
013367.jpg,bread-white,"Bread, white"
144439.jpg,bread,Bread
144439.jpg,ham-cooked,"Ham, cooked"
013374.jpg,bread-white,"Bread, white"
013374.jpg,butter,Butter
013381.jpg,coffee-with-caffeine,"Coffee, with caffeine"
013385.jpg,butter,Butter
013385.jpg,bread-black,"Bread, black"
013386.jpg,tea-green,"Tea, green"
013392.jpg,chocolate-cookies,Chocolate cookies
013392.jpg,cookies,Cookies
144468.jpg,tea,Tea
144469.jpg,bread-white,"Bread, white"
013397.jpg,chestnuts,Chestnuts
013399.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
013401.jpg,croissant-with-chocolate-filling,Croissant with chocolate filling
013405.jpg,beer,Beer
144483.jpg,gluten-free-bread,Gluten-free bread
144484.jpg,shoots,Shoots
144486.jpg,bread-nut,"Bread, nut"
144486.jpg,honey,Honey
144486.jpg,butter,Butter
013419.jpg,couscous,Couscous
013419.jpg,cucumber,Cucumber
013419.jpg,chicken-leg,"Chicken, leg"
013419.jpg,tomato-sauce,Tomato sauce
013422.jpg,pasta-linguini-parpadelle-tagliatelle,"Pasta, linguini, parpadelle, Tagliatelle"
013422.jpg,chicken,Chicken
013422.jpg,sauce-cream,"Sauce, cream"
013423.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
013423.jpg,balsamic-salad-dressing,Balsamic salad dressing
144495.jpg,dark-chocolate,Dark chocolate
013425.jpg,pork-roast,"Pork, roast"
013425.jpg,broccoli,Broccoli
013425.jpg,rice-whole-grain,"Rice, whole-grain"
013426.jpg,ice-tea,Ice tea
013431.jpg,mandarine,Mandarine
144503.jpg,red-cabbage,Red cabbage
144503.jpg,witloof-chicory,Witloof chicory
144503.jpg,mandarine,Mandarine
144504.jpg,tea,Tea
013432.jpg,coca-cola,Coca Cola
144506.jpg,cauliflower,Cauliflower
013436.jpg,apple-pie,Apple pie
013437.jpg,mixed-nuts,Mixed nuts
013434.jpg,lasagne-vegetable-prepared,"Lasagne, vegetable, prepared"
013439.jpg,coffee-with-caffeine,"Coffee, with caffeine"
013440.jpg,beans-white,"Beans, white"
013440.jpg,sausage,Sausage
013440.jpg,leaf-spinach,Leaf spinach
013440.jpg,carrot-raw,"Carrot, raw"
013440.jpg,sauce-savoury,Sauce (savoury)
144509.jpg,quiche-with-cheese-baked-with-puff-pastry,"Quiche, with cheese, baked, with puff pastry"
144509.jpg,tofu,Tofu
144509.jpg,sauce-soya,"Sauce, soya"
013443.jpg,croque-monsieur,Croque monsieur
013445.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
013445.jpg,biscuits,Biscuits
013447.jpg,soup-vegetable,"Soup, vegetable"
144519.jpg,bread-wholemeal,"Bread, wholemeal"
144519.jpg,peanut-butter,Peanut butter
013448.jpg,lemon-pie,Lemon pie
144520.jpg,bread-wholemeal,"Bread, wholemeal"
144520.jpg,hummus,Hummus
144520.jpg,hazelnut-chocolate-spread-nutella-ovomaltine-caotina,"Hazelnut-chocolate spread(Nutella, Ovomaltine, Caotina)"
144525.jpg,sausage,Sausage
144525.jpg,grits-polenta-maize-flour,"Grits, polenta, maize flour"
144525.jpg,cheese,Cheese
144525.jpg,buckwheat-grain-peeled,"Buckwheat, grain peeled"
144525.jpg,fish,Fish
144525.jpg,almonds,Almonds
144526.jpg,water,Water
144528.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
013457.jpg,mixed-vegetables,Mixed vegetables
013457.jpg,balsamic-vinegar,Balsamic vinegar
013458.jpg,espresso-with-caffeine,"Espresso, with caffeine"
144529.jpg,pasta-twist,"Pasta, twist"
144529.jpg,mushroom,Mushroom
144536.jpg,cake-chocolate,"Cake, chocolate"
013467.jpg,coffee-with-caffeine,"Coffee, with caffeine"
013467.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
144544.jpg,soup-vegetable,"Soup, vegetable"
144546.jpg,tea-green,"Tea, green"
144551.jpg,tea,Tea
144554.jpg,apple,Apple
013487.jpg,juice-apple,"Juice, apple"
013490.jpg,ham-croissant,Ham croissant
144566.jpg,birchermuesli-prepared-no-sugar-added,"Birchermüesli, prepared, no sugar added"
013498.jpg,processed-meat-charcuterie,"Processed meat, Charcuterie"
013498.jpg,pasta,Pasta
013499.jpg,water-mineral,"Water, mineral"
013500.jpg,wine-red,"Wine, red"
013501.jpg,pasta,Pasta
013501.jpg,processed-cheese,Processed cheese
013501.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
013506.jpg,chocolate-cookies,Chocolate cookies
013507.jpg,bread-white,"Bread, white"
144578.jpg,cashew-nut,Cashew nut
144581.jpg,potatoes-steamed,Potatoes steamed
144581.jpg,soup-of-lentils-dahl-dhal,"Soup of lentils, Dahl (Dhal)"
013513.jpg,chicken-nuggets,Chicken nuggets
013515.jpg,salad-dressing,Salad dressing
013515.jpg,gruyere,Gruyère
013515.jpg,leaf-spinach,Leaf spinach
013515.jpg,bread-white,"Bread, white"
013515.jpg,flakes-oat,"Flakes, oat"
013517.jpg,tea,Tea
144592.jpg,mandarine,Mandarine
144593.jpg,mandarine,Mandarine
013524.jpg,pasta-linguini-parpadelle-tagliatelle,"Pasta, linguini, parpadelle, Tagliatelle"
013524.jpg,chicken,Chicken
013524.jpg,sauce-savoury,Sauce (savoury)
013527.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
144600.jpg,spring-roll-fried,Spring roll (fried)
013533.jpg,chicken,Chicken
013533.jpg,mushrooms,Mushrooms
144616.jpg,orange,Orange
013545.jpg,tea,Tea
013547.jpg,water,Water
144624.jpg,blackberry,Blackberry
013553.jpg,water-mineral,"Water, mineral"
144633.jpg,hard-cheese,Hard cheese
013562.jpg,bread-white,"Bread, white"
013564.jpg,bread-white,"Bread, white"
013564.jpg,butter,Butter
144636.jpg,egg,Egg
013567.jpg,tea,Tea
013568.jpg,bread-white,"Bread, white"
144640.jpg,braided-white-loaf,Braided white loaf
144640.jpg,honey,Honey
144640.jpg,butter,Butter
013570.jpg,egg-scrambled-prepared,"Egg, scrambled, prepared"
144642.jpg,bread-white,"Bread, white"
013572.jpg,bread-wholemeal,"Bread, wholemeal"
013572.jpg,butter,Butter
013572.jpg,honey,Honey
013575.jpg,coffee-with-caffeine,"Coffee, with caffeine"
144648.jpg,apple,Apple
013577.jpg,water,Water
144650.jpg,bread-white,"Bread, white"
144650.jpg,jam,Jam
144650.jpg,butter,Butter
013579.jpg,bread-white,"Bread, white"
144652.jpg,bread-wholemeal,"Bread, wholemeal"
144652.jpg,cucumber-pickled,"Cucumber, pickled "
013581.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
013581.jpg,mixed-vegetables,Mixed vegetables
144654.jpg,bread-whole-wheat,"Bread, whole wheat"
144654.jpg,fresh-cheese,Fresh cheese
144654.jpg,jam,Jam
144664.jpg,hard-cheese,Hard cheese
144664.jpg,bread-whole-wheat,"Bread, whole wheat"
144664.jpg,processed-meat-charcuterie,"Processed meat, Charcuterie"
013594.jpg,bread-white,"Bread, white"
013594.jpg,butter,Butter
144670.jpg,juice-orange,"Juice, orange"
013603.jpg,latte-macchiato-with-caffeine,"Latte macchiato, with caffeine"
144686.jpg,lasagne-meat-prepared,"Lasagne, meat, prepared"
144687.jpg,muffin,Muffin
144687.jpg,chocolate,Chocolate
013618.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
013618.jpg,balsamic-salad-dressing,Balsamic salad dressing
013619.jpg,chips-french-fries,"Chips, french fries"
013619.jpg,mayonnaise,Mayonnaise
013620.jpg,chips-french-fries,"Chips, french fries"
013620.jpg,hamburger,Hamburger
013621.jpg,celeriac,Celeriac
013621.jpg,sauce-roast,"Sauce, roast"
013622.jpg,hamburger-bread-meat-ketchup,"Hamburger (Bread, meat, ketchup)"
144702.jpg,soup-pumpkin,"Soup, pumpkin"
144705.jpg,bread-meat-substitute-lettuce-sauce,"(bread, meat substitute, lettuce, sauce)"
144705.jpg,faux-mage-cashew-vegan-chers,"Faux-mage Cashew, vegan chers"
013634.jpg,fruit-salad,Fruit salad
013635.jpg,tiramisu,Tiramisu
144707.jpg,sandwich-ham-cheese-and-butter,"Sandwich (ham, cheese and butter)"
144709.jpg,chocolate,Chocolate
013641.jpg,fruit-tart,Fruit tart
013643.jpg,hamburger-bread-meat-ketchup,"Hamburger (Bread, meat, ketchup)"
013643.jpg,chips-french-fries,"Chips, french fries"
013643.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
013644.jpg,mixed-salad-chopped-without-sauce,Mixed salad (chopped without sauce)
013644.jpg,bread-toast,"Bread, toast"
013644.jpg,mixed-vegetables,Mixed vegetables
013646.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
013646.jpg,coffee-with-caffeine,"Coffee, with caffeine"
144718.jpg,muffin,Muffin
144719.jpg,dried-meat,Dried meat
144719.jpg,bread-wholemeal,"Bread, wholemeal"
144720.jpg,bread-french-white-flour,"Bread, French (white flour)"
013658.jpg,aperitif-with-alcohol-aperol-spritz,"Aperitif, with alcohol, apérol, Spritz"
013659.jpg,processed-meat-charcuterie,"Processed meat, Charcuterie"
013659.jpg,hard-cheese,Hard cheese
013659.jpg,cucumber-pickled,"Cucumber, pickled "
013660.jpg,tiramisu,Tiramisu
013661.jpg,brownie,Brownie
013661.jpg,chocolate-mousse,Chocolate mousse
013662.jpg,espresso-with-caffeine,"Espresso, with caffeine"
144731.jpg,sushi,Sushi
144742.jpg,pancakes,Pancakes
144742.jpg,butter-herb,"Butter, herb"
144742.jpg,brussel-sprouts,Brussel sprouts
013672.jpg,ham-croissant,Ham croissant
013673.jpg,juice-orange,"Juice, orange"
013675.jpg,hard-cheese,Hard cheese
013675.jpg,soft-cheese,Soft cheese
013675.jpg,bread-whole-wheat,"Bread, whole wheat"
013675.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
144750.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
013686.jpg,broccoli,Broccoli
013686.jpg,french-beans,French beans
013686.jpg,sausage,Sausage
013687.jpg,water,Water
013691.jpg,rice-noodles-vermicelli,Rice noodles/vermicelli
013691.jpg,broccoli,Broccoli
013696.jpg,leaf-spinach,Leaf spinach
013696.jpg,fish-fingers-breaded,Fish fingers (breaded)
013697.jpg,wine-red,"Wine, red"
144771.jpg,pasta,Pasta
144771.jpg,bolognaise-sauce,Bolognaise sauce
144773.jpg,mixed-vegetables,Mixed vegetables
144773.jpg,couscous,Couscous
144773.jpg,chickpeas,Chickpeas
144773.jpg,tomato-sauce,Tomato sauce
144776.jpg,bread-white,"Bread, white"
013708.jpg,apple,Apple
013709.jpg,rice,Rice
013709.jpg,soup-of-lentils-dahl-dhal,"Soup of lentils, Dahl (Dhal)"
144785.jpg,bread-french-white-flour,"Bread, French (white flour)"
013716.jpg,dark-chocolate,Dark chocolate
013722.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
013722.jpg,mixed-vegetables,Mixed vegetables
013724.jpg,water,Water
013726.jpg,vegetables,Vegetables
013726.jpg,chips-french-fries,"Chips, french fries"
013727.jpg,water,Water
013733.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
013733.jpg,ham-cooked,"Ham, cooked"
013733.jpg,parmesan,Parmesan
144810.jpg,muffin,Muffin
144810.jpg,chocolate,Chocolate
144811.jpg,white-cabbage,White cabbage
144811.jpg,balsamic-salad-dressing,Balsamic salad dressing
144813.jpg,potatoes-steamed,Potatoes steamed
144813.jpg,chicken-curry-cream-coconut-milk-curry-spices-paste,Chicken curry (cream/coconut milk. curry spices/paste))
144813.jpg,rice,Rice
013745.jpg,kiwi,Kiwi
013746.jpg,water,Water
144821.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
144826.jpg,witloof-chicory,Witloof chicory
013757.jpg,glucose-drink-50g,Glucose drink 50g
013758.jpg,tea,Tea
013758.jpg,bread-wholemeal,"Bread, wholemeal"
013760.jpg,egg,Egg
013760.jpg,bread-wholemeal,"Bread, wholemeal"
013760.jpg,juice-orange,"Juice, orange"
013761.jpg,milk,Milk
144839.jpg,rosti,Rosti
144839.jpg,salmon-smoked,"Salmon, smoked"
